price,title
$1.50,Calbee Saya Snow Pea Crips 80G
$1.95,Khong Guan Butter Coconut 200G
$1.95,Khong Guan Banana Puff 200G
$2.35,Hi-Chew Grape Mix 100G
$0.65,SF Cream Crackers Special 105G
$1.85,SF Cream Crackers Special 400G
$10.90,F/Rocher Collection T15 162G
$12.95,F/Rocher Collection T24 259.2G
$1.15,Lotte Pepero Choc Stick 47G
$1.15,Lotte Pepero Almond C/Stick 36G
$1.50,Lee Marie Biscuit 350G
$2.05,Mamee Monster Nood Snack BBQ 12SX25G
$5.20,Mamee Noodle Snack BBQ 40SX25G
$1.20,Calbee Prawn Original 70G
$1.20,Calbee Prawn Crackers Spicy 70G
$2.00,Khong Guan Custard Cream 200G
$2.30,Khong Guan Sultana 200G
$2.35,Hi-Chew Strawberry&Grape Mix 100G
$2.35,Hi-Chew Strawberry&Green Apple Mix 100G
$0.65,SF Sugar Crackers 105G
$1.85,SF Sugar Crackers 400G
$6.90,Raffaello Chocolate T15 150G
$3.30,R/Sport Corn Crisp Choc 100G
$1.15,Lotte Pepero White Cookie 32G
$1.75,Lee Cream Cracker 420G
$5.20,Mamee Noodle Snack W/Pack Chkn 40SX25G
$1.50,Calbee Potato Chip New BBQ 80G
$5.20,Khong Guan Butter Cookies 454G
$5.50,Khong Guan Primo Asst Biscuit 700G
$3.95,Tncc Snakes 260G
$3.95,Tncc Soft Jellies Forest Fruit 230G
$1.60,SF Light Treat C/Crack Special 10S 200G
$3.30,R/Sport Raisins&H'nuts 100G
$1.15,Lotte Pepero Choc Stick Peanut 36G
$1.15,Lotte Pepero Nude 50G
$3.60,Lee Strawberry Biscuit 20S
$3.60,Lee Choco Cream Biscuit 20S
$2.20,Santa Prawn Cracker Curry 350G
$2.20,Santa Prawn Crackers 350G
$1.50,Calbee Hot&Spicy 80G
$3.65,Khong Guan Grade 1 Assorted Biscuit 800G
$3.65,Khong Guan Cocoa Puff 40S
$3.95,Tncc Soft Jellies Fruit Salad 240G
$3.95,Tncc Sour Chews 220G
$3.30,R/Sport White Hazelnut 100G
$3.30,R/Sport Whole Almonds 100G
$6.95,Lotte Pepero Festive PACK(8S)272G
$0.75,Glico Milk Stick 25G
$3.60,Lee Coffee Cream Bis 20S
$1.50,Calbee Potato Chip Seaweed 80G
$1.50,Calbee Crisp Potato Original 80G
$3.65,Khong Guan Lemon Puff 40S
$3.65,Khong Guan Delicious Cho 40'S
$3.95,Tncc Sour Squirms 240G
$3.95,Tncc Sour Unbearables 230G
$3.30,R/Sport Whole Hazelnut 100G
$3.30,R/Sport Dark Whole H'NUT 100G
$1.00,Glico Pocky Green Tea 35G
$0.95,Glico Pretz Plzza Bis Stk 36G
$3.90,JULIE'S HERSHEY'S C/Waffles 126G
$3.60,Lee Lemon Cracker 20S
$3.60,Lee Lemon Puff 20S
$1.50,Calbee Crispy Potato H&Spicy 80G
$1.95,Yee Hup Coconut Biscuits (PEANUT)210G
$1.95,Yee Hup B/Sesame&Peanut Cookies 8SX20G
$1.00,Mentos Cool Chews Lime Mint 33G
$1.00,Mentos Cool Chew Blackcurrent 33G
$2.35,Cowhead Le Creamy Milk Choc Bar 100G
$2.35,Cowhead Le Wht Choco W A/Cookies 100G
$0.95,Glico Pretz Hot Chilli Bis Stk 38G
$0.95,Glico Pretz Plain Salt 39G
$3.60,Lee Marie Biscuit 20S(610G)
$2.50,JULIE'S Le-Mond Lemon 170G
$1.95,Yee Hup W/Sesame&Peanut Cookies 8SX20G
$1.95,Yee Hup Walnut Cookies 8SX20G
$2.95,Mentos Purefresh Peppermint 35G
$2.95,Mentos Purefresh Spearmint 35G
$2.35,Cowhead Le M/Choc W Bel Rp Waffle PC100G
$1.50,Cadbury Crunchie 50G
$1.00,Glico Pocky Choc 47G
$1.00,Glico Pocky Straw 45G
$2.50,JULIE'S Cheddar Cheese 180G
$2.55,JULIE'S Sugar Crackers 260G
$1.95,Yee Hup Coconut Biscuits (ORIGINAL)200G
$3.95,Tncc Dinosaurs 260G
$0.70,Mentos Stick China Mints 37G
$1.50,Cadbury Dairy Milk 50G
$1.50,Cadbury Fruit&Nut 50G
$1.00,Glico Collon Cream 46G
$1.00,Glico Collon Straw 46G
$3.90,JULIE'S H/Shey's Cchip H/Nut C/Kies 135G
$3.90,JULIE'S HERSHEY'S C/Fudge Cookies 170G
$0.70,Mentos Stick China Extra Strong 37G
$0.70,Mentos Stick China Grape 37G
$1.50,Cadbury Hazelnut 55G
$1.50,Cadbury Boost 60G
$1.00,Glico Collon Choco 46G
$1.35,Ritz Sandwich Cracker Lemon 118G
$4.55,JULIE'S Cheese Sandwich 330G+25%
$4.55,JULIE'S Peanut Sandwich 360G+25%
$0.70,Mentos Stick China Lime 37G
$0.70,Mentos Stick China Fruit 37G
$1.60,Cadbury Choclairs Original 100G
$5.20,Cadbury M/C Peanut Toffee Cookie 160G
$2.20,SF Lavish Cheese Sandwich 180G
$2.20,SF Lavish Chocolate Sandwich 180G
$6.80,JULIE'S Treasure Asst Biscuit 530G
$2.50,JULIE'S Oat 25 Ten Grains 200G
$0.70,Mentos Stick China Cola 37G
$0.70,Cloud 9 Candy Blueberry 25S
$4.75,Cadbury Fruit&Nut Sharepack 180G
$4.75,Cadbury Dairy Milk Sharepack 180G
$2.20,SF Lavish Peanut Sandwich 162G
$1.70,SF Big Marie Biscuit 265G
$2.50,JULIE'S Oat 25 Chocolate 200G
$0.70,Cloud 9 Candy Chocomint 25S
$0.70,Cloud 9 Candy Strawberry 25S
$4.75,Cadbury Boost Sharepack 180G
$4.75,Cadbury Freddo Milky Top Sharepack 180G
$2.90,SF Peanut Butter Sandwich 290G
$1.50,WIN2 Cereal Crisps Original 120G
$2.50,JULIE'S Oat 25 Strawberry 200G
$2.15,MUNCHY'S Oat Krunch Chunky H'N 156G
$0.70,Cloud 9 Candy Ice Lemon Tea 25S
$1.40,Alpenliebe Caramel Candy 125G
$4.55,Cadbury Dream 200G
$4.55,Cadbury Top Deck 200G
$1.80,WIN2 Cream Sandwich Crackers Van 208G
$1.80,WIN2 Cream Sandwich Crackers Choc 208G
$2.15,MUNCHY'S Oat Krunch Straw&B'c 156G
$2.15,MUNCHY'S Oat Krunch Chia Seed 156G
$1.35,Mint Plus Chewy Candy 150G
$1.35,Fruit Plus Apple 150G
$4.55,Cadbury Rocky Road 200G
$4.55,Cadbury Black Forest 200G
$1.35,Kid-O Butter Lemon Cracker 120G
$1.35,Kid-O Creamy Butter Cracker 120G
$2.00,MUNCHY'S Lexus P/Butter S'WICH 190G
$2.30,MUNCHY'S Cracker Sandwich Butter 313G
$1.35,Fruit Plus Orange 150G
$1.35,Fruit Plus S'BERRY 150G
$4.55,Cadbury Crunchie 200G
$4.55,Cadbury Dairy Milk 200G
$1.35,Kid-O Cracker Spicy Tuna 120G
$1.35,Kid-O Super Choco Cracker 120G
$6.80,MUNCHY'S Funmix Asst Biscuit 700G
$6.80,MUNCHY'S Topmix Asst Biscuit 700G
$1.35,Fruit Plus Guava 150G
$1.35,Fruit Plus B'CURRANT 150G
$4.55,Cadbury Dairy Milk Caramello 200G
$2.35,SL Peanut Cake 200G
$2.80,Bin Bin Rice Cracker Onion 100G
$0.95,Hi-Chew Grape 35G
$0.95,Hi-Chew Green Apple 35G
$4.55,Cadbury Hazelnut 200G
$4.55,Cadbury Fruit & Nut 200G
$2.80,Bin Bin Rice Cracker Sesame 100G
$0.95,Hi-Chew Strawberry 35G
$1.90,Tic Tac Spearmint 24G
$4.55,Cadbury Roast Almond 200G
$1.90,Tic Tac Orange 24G
$1.50,Cmm Fried Shallots 100G
$1.65,V109 Fried Shallot 120G(N)
$1.00,Mony Crackers (Prawn) 200G
$4.35,Ks Fried Shallot W/Oil 350G
$1.35,Stag Brand Appalam 120G
$2.15,V162 Blanch Debit Apricot Kernels 100G(N
$3.50,Fried Onion With Oil 100% Pure 180G
$3.50,Fried Garlic With Oil 100% Pure 180G
$1.50,V222 Desiccated Coconut 100G(N)
$0.95,V60 Dried Orange Peel 100G(N)
$1.95,Cap Kapal Inang-Inang Pulut 300G
$4.80,Fried Shallot 200G
$1.50,V22 Dried Whole Longan 100G(N)
$4.50,H/F Longan Meat (Zhang ZHOU)180G
$3.50,Fried Garlic 80G
$0.85,Anarkali Appalam 120G
$2.30,V310 Ji Xin Seedless Red Dates 300G
$13.70,Ajwa Al-Madinah 200G
$0.94,Meiji Yan Yan Strawberry Banana 44G
$0.80,House Appalam 120G
$1.20,House Leaf Appalam 200G
$8.50,Dried Longan 500G
$1.10,SL Sour Plum 200G
$0.94,Meiji Yanyan Double Cream 44G
$2.20,SL Prawn Cracker 250G
$0.90,Cks Keropok Tajmahal 120G
$4.90,T/Garden Almond W D/Cranberries 170G
$0.94,Meiji Yan Yan S'BERRY 50G
$0.94,Meiji Yan Yan Choco 50G
$2.10,Bagus Fried Shallots 100G
$0.94,Meiji Yan Yan Vanila 50G
$0.94,Meiji Yanyan Tsukebo Choco 48G
$2.65,Cap I/Parang F/Cracker(L) 500G
$3.95,Fried Onions With Oil 180G (N)
$2.00,Meiji Yan Yan Kids Choco 120G
$0.94,Meiji H/Panda S'BERRY 50G
$3.90,Emping Belinjo 400G
$5.60,Aloha Super Shrimp Cracker 500G
$0.94,Meiji H/Panda Choco 50G
$0.94,Meiji H/Panda Db Choc 50G
$5.30,Bridge F/Shallot Suci 1KG
$4.95,Meiji H/Panda S'BERRY 260G
$2.70,Prawn Crackers 500G(S)
$2.75,Cap Jambatan F/Shallot Suci 500G
$4.95,Meiji H/Panda Milk Cream 260G
$4.95,Meiji H/Panda Choco 260G
$2.85,Fish Cracker(W) 400G
$1.10,Jongbao Prawn Crackers 200G
$4.95,Meiji H/Panda Double Choc 260G
$1.40,Onion Cracker 400G
$2.85,Red Fish Crackers 400G
$5.45,Meiji H/Panda Chocolate 400G
$0.80,Meiji Zoo Land Biscuit 70G
$1.40,Star Cracker 400G
$2.80,MUM'S Choice Fried Shallot 500G
$1.75,Oreo Mini Strawberry Cup 67G
$1.75,Oreo Mini Cup Chocolate 67G
$1.75,Oreo Mini Cup Vanilla 67G
$1.50,Oreo Slug 137G(I)
$1.50,Oreo Strawberry Slug 137G
$1.50,Oreo Double Delight 137G
$1.50,Oreo Choc Creme 137G(I)
$1.50,Oreo Golden Vani Sandwich Cookies 137G
$1.50,Oreo Coconut Delight Slug 137G
$1.50,Oreo Double Stuf 152.4G
$2.50,Oreo Choc Coated Wafer 128G
$1.70,Oreo Regular 9X29.4G
$1.70,Oreo Coconut Delight Mp (9X29.4G)
$1.70,Oreo Choc Cream 9X29.4G
$1.70,Oreo Golden Vani S/Cookies 9X29.4G
$1.70,Oreo Mildly Sweet 9X29.4G
$1.70,Oreo Strawberry 9S Tray (9X29.4G)
$1.20,H/Family Cream Crackers 8S 176G
$1.10,H/Family Peanut Cream Crackers 100G
$1.10,H/Family Lemon Puff 100G
$4.80,H/Family Teatime Asst Biscuits 700G
$3.60,H/Family 4IN1 Asst Biscuits 620G (20S)
$1.35,KCH15 Animal Biscuit 120G(N)
$1.95,KCH38 Baby Fish 150G(N)
$9.50,H/F Dried Mushroom 4-5 Bai Hua 200G
$7.95,Premium Notes Mushroom 4-5 Cha Hu 180G
$6.95,V113 Dried Mushroom 200G(N)
$3.95,V65 HF Dr Mushroom 3-4 Cha Hua 100G
$3.50,V24 H/F Slice Mushroom 100G(N)
$13.95,Premium Notes Mushroom 200G(TIAN Bai)
$25.00,V52 Mushroom 1KG(N)
$7.80,Muru Sun Prem M'ROOM (Chahua GU)200G
$9.80,Muru Sun Prem MUSHROOM(BAIHUAGU)200G
$7.50,B18 Almond 300G(N)
$24.50,B60 Almond 1KG(N)
$3.50,B79 Barley 400G(N)
$5.95,B99 Barley 1KG(N)
$1.15,B75 Holland Barley 400G(N)
$2.15,B28 Holland Barley 1KG(N)
$5.25,B95 Holland Barley 3KG(N)
$2.05,B80 Black Bean 350G(N)
$5.10,B98 Black Bean 1KG(N)
$2.00,B73 Black Eye Bean 400G(N)
$1.95,B81 Brown Bean 400G(N)
$1.30,V36 Black Sesame Seed 100G(N)
$2.60,B14 Canada Soya Bean 1KG(N)
$5.00,B93 Canada Soya Bean 3KG(N)
$1.20,B17 Candle Nut 100G(N)
$2.50,B47 Candle Nut 300G(N)
$5.95,B25 Candle Nut 1KG(N)
$8.95,B15 Cashew Nut 500G(N)
$15.95,B2 Cashew Nut 1KG(N)
$1.25,B74 Channa Dhall 400G(N)
$7.35,B1 Dried Chestnut 200G(N)
$0.80,B42 Cummin Seed 100G(N)
$0.75,B43 Fennel Seed 100G(N)
$1.60,B8 Fenugreek Seed 250G
$1.75,B83 Chickpeas 400G(N)
$2.30,B23 Shandong Peanut 300G(N)
$5.75,B59 Shangdong Peanut 1KG(N)
$2.45,B90 Ground Nut 500G(N)
$3.95,B13 Ground Nut 1KG(N)
$2.80,B6 Skinless Ground Nut 500G(N)
$4.80,B58 Skinless Ground Nut 1KG(N)
$11.30,B97 Ground Nut 3KG (N)
$2.10,B49 Green Bean 500G(N)
$3.95,B5 Green Bean 1KG(N)
$11.25,B94 Green Bean 3KG (N)
$1.75,B7 Peeled Green Bean 300G(N)
$12.35,B91 Peeled Green Bean 3KG(N)
$1.50,B78 Masoor Dhal 400G(N)
$2.00,B72 Moong Dhall 400G(N)
$2.50,B9 Red Bamboo Bean 300G(N)
$1.00,V291 Bean Curd Skin 40G(N)
$5.30,V19 Dried Chilli 800G(N)
$1.65,V20 Dry Chilli 150G(N)
$1.70,V148 Slice Shandong Chilli 100G(N)
$10.50,V273 Slice Shandong Chilli 1KG(N)
$3.25,Yty Beancurd Strip 300G
$2.20,Sunflower Bean Stick 100G
$1.30,Sunflower Mixed Bean Stick 60G
$2.45,Skytime Shell Bean Curd Skin 150G
$1.90,Maru Sun Bean Sticks 100G
$1.35,Malabar Dried Soya Skin 50G
$2.60,Maru Sun Bean Curd Sheet 150G
$1.05,Rf Dried Chilli Slices 50G
$1.35,OS D/Soya Bean Stick(Mixed) 50G
$2.95,Eastern Beancurd Sheet 150G
$2.30,Dried Beancurd 120G
$1.70,Yh Dried Bean Thread Knot 150G
$1.85,Sky Time Fried Beancurd Slice 80G
$2.35,Skytime Bean Curd Skin 120G
$1.20,Skytime Beancurd Stick M/Veg 50G
$2.10,Skytime Fried Bean Stick 80G
$1.15,Skytime Malay B'CURD Stick 50G
$1.35,OS D/Soya Bean Stick(Plain) 50G
$1.95,Eastern Dried Beanstick 150G
$8.90,V34 Big Black Fungus 1KG(N)
$1.50,V209 Cut Black Fungus 100G(N)
$1.75,V28 H/Family Black Fungus 80G(N)
$3.60,H/F White Jelly Fungus (Zhang ZHOU)150G
$2.45,H/Family Premium (Yun Er) 100G
$1.25,H/Family Premium Dried Kelp 50G(N)
$2.10,H/Family White Jelly Fungus 75G
$1.95,V32 A Fungus 50G(N)
$1.70,V130 Sweet Veg 300G(N)
$2.40,F34 Anchovies 100G(N)
$2.50,V185 Sweet Potato 300G(N)
$0.70,V27 Turnips 150G(N)
$5.00,F36 Anchovies 300G(N)
$5.45,F50 Anchovies 300G(N)
$2.35,V105 Turnips 1KG(N)
$1.35,V279 Salted Vegetable 500G(N)
$6.95,F22 Anchovies 500G(N)
$8.95,F17 Anchovies 1KG(N)
$4.25,V107 Salted Vegetable(N)
$3.10,N'NIEN Otona F'KAKE Katsuo 12.5G
$15.50,F54 Anchovies 1KG
$2.50,F24 Anchovies Meat 100G(N)
$3.10,N'NIEN Otona No F'KAKE Sake 11.5G
$3.10,N'NIEN Otona F'KAKE Wasabi 13.5G
$5.65,F16 Anchovies Meat 300G(N)
$14.50,F64 Anchovies Meat 1KG(N)
$2.80,Marumiya Nori Furi Bag 24G
$2.30,F3 Baby Shrimp 200G(N)
$6.95,F62 Baby Shrimp 1KG(N)
$2.70,Stone Crane Dried Veg 227G
$0.95,Cane&Arrow Root Stock 200G
$5.65,F33 Big Cuttlefish 100G+-10%(N)
$2.45,F73 Black Fish 145G+-10%
$1.75,Dumpling Leaf 50PCS
$5.95,Ky Go Green Dried Kelp Buds 100G
$4.65,AAA V293 Pork Sausage 250G
$4.85,F25 Cuttlefish 100G(N)
$3.20,F4 Cuttlefish Stick 50G(N)
$1.50,Sunflower Fa Cai Za Cai 60G
$3.95,White-Black Fungus 200G
$4.70,AAA V294 Chicken Sausage 238G
$3.85,Golden Bridge Sausage 200G
$7.50,F38 Dried Octopus 100G(N)
$3.95,F2 Fish Filet 100GM(N)
$2.45,SL Seasoned Bamboo Shoots 170G
$2.70,Meng Zong Boiled Dried Bamboo Shoot 300G
$5.55,Golden Bridge R/Wine Sausage 480G
$4.50,N53 Fish Maws 100G(N)
$3.65,Fried Anchovies Meat 130G(N)
$2.80,Yh Dried Sweet Potato (P) 260G
$3.95,Hai Zhi Lin Taiwan Laver 50G
$4.50,Golden Bridge Liver Sausage 200G
$2.30,Fried Pig Skin 70GM
$3.95,T184 Fry Silver Fish 80G(N)
$2.40,Sentsuruya Roasted Seaweed 28G
$2.90,V137 Red Sausage 235G(N)
$5.65,V67 Sausages 470G(N)
$2.80,F19 Mermaid Fish 100G(N)
$1.60,Fuerji Dried Seaweed (KNOT)70G
$4.50,V292 Premium Smoked Sausages 200G
$4.55,Golden Bridge C/Wine Sausage (CD)250G
$3.50,F8 Orange Shrimp 100G(N)
$6.95,F21 Red Shrimp 250G(N)
$0.85,CHN Salted Vegetable Pickle 200G
$2.85,Golden Bridge R/Wine Sausage 240G
$4.50,Golden Bridge Specail Grade Sausage 200G
$9.50,F10 Red Shrimp 300G(N)
$1.95,F9 Salted Fish 170G+-10%(N)
$0.85,CHN Sour Mustard 200G
$4.95,Mccormick Bacon Bits 124G
$9.95,F32 Shrimp 1KG(N)
$2.40,F15 Sliver Fish 100G(N)
$1.60,Fuerji Dried Seaweed 100G
$1.60,Fuerji Dried Seaweed Strip 100G
$4.55,Golden Bridge XO Sausage (XOM)250G
$5.30,V298 AAA Hm Smoked Sausages 230G
$14.95,F80 Silver Fish 1KG(N)
$3.95,F68 Special Silver Fish 100G(N)
$1.05,Sin Guo Shantou Pickled Plum 168G
$0.85,Kxj Kun Xin Dong Cai 150G
$5.35,V299 Special Mixed Sausages 230G
$3.20,F20 Thunder Fish 100G(N)
$4.25,F27 XO Cuttlefish 130G(N)
$1.95,Ji Xiang Ju Spicy Sansi 228G
$0.70,Twin Rabbit Sweet Turnips 150G
$2.35,Dhrfa Dfin Bone 250G
$4.00,Dried Threadfin Fish 150G
$0.70,Twin Rabbit Salted Turnips 150G
$1.50,Fishwell Szechuan Veg Strips 500G
$2.30,Dried Salted Gelama Fish 200G
$9.80,Maru Sun Dried Scallop 150G
$2.85,Mergui Dried Fish 70G
$3.75,Min Gui Nat Salted Jelly Fish 500G
$6.90,Oil Salted Fish 320G(BOT)
$2.60,Salted Fish Chop 250G
$3.70,Shark Fish Meat 200G
$4.80,H/Family Ba Zheng Tang Liao 85G
$6.05,H/Family Bu Qi Huo Xue Tang 100G
$4.50,H/Family Dun Ji Tang Liao 66G
$4.50,H/Family Duzhong Bu Yao Tang 85G
$2.40,H/Family Herbal Tea 80G
$4.40,H/Family Hua Tan Zhi Ke Cha 80G
$2.35,H/Family Jing Pei Rou Gu Cha 32G
$4.45,H/Family Liu Wei Tang 90G
$5.00,H/Family Polygonatum Odoratum 80G
$4.80,H/Family Shi Quan Da Bu Tang 86G
$2.80,H/Family SI Shen Tang 65G
$4.10,H/Family Xiang Wee Duang Ji Tang 58G
$3.70,H/Family Xue Er Run Fei Tang 120G
$8.90,H/Family Yao Shan Gong Ting Ji 112G
$4.70,H/Family Zi Ying Run Fei Tang 100G
$1.50,V300 Bay Leaf 30G(N)
$2.55,V37 Black Dates 200G(N)
$1.30,V81 Cassia(Gui Pi) 100G(N)
$2.75,V144 Chrysanthemum 80G(N)
$11.50,V88 Chrysanthemum 500G
$2.25,V83 Citri Reticulatae 130G(N)
$2.00,V267 Conoderma Lucidum 50G(N)
$4.10,V254 Cordyceps 150G(N)
$2.10,V23 Cortex Encommiae 100G(N)
$3.35,V8 Dried Lily Slice 80G(N)
$4.60,V277 Dried Longan Meat 180G(N)
$0.95,V60 Dried Orange Peel 100G(N)
$3.00,V48 Flas Lanicerae 50G(N)
$1.35,V131 Fructus Crataegi 100G(N)
$4.25,V85 Gong Cheng D/Persimmon 350G(N)
$7.55,V120 Gui Pi 1KG(N)
$1.55,V231 Gum Kathira 30G(N)
$2.05,V143 Licorice Root Gan Cao 100G N
$2.70,V128 Ligusticum Wallichi 100G(N)
$4.50,V6 Longan Meat 250G(N)
$2.40,V47 Lotus Flower 80G(N)
$3.50,V2 Mellow Leaf 100G(N)
$3.95,V5 Noixi Lotus Seed 125G(N)
$2.15,V16 Peeled N/Prunus Armeiacal 100G(N)
$1.15,V115 Prunella 40G(N)
$1.30,Dragon Shuangzheng Jiu ALC20% 150ML
$1.65,G/Star Cooking Rice Wine ALC20% 640ML
$18.40,Golden Flower Wu Chia Pi 280ML
$9.70,Lu Zhou Lao Jiao Er Qu Jiu ALC45% 125ML
$62.60,Moutai Yingbin Alc 53% 500ML
$6.75,S/Palace Cooking Hua Tiao ALC18% 3785ML
$1.70,S/Palace Rice Wine ALC19% 600ML
$5.10,Takara Hon-Mirin 300ML
$3.80,Ttl Cooking Rice Wine ALC19.5% 600ML
$6.50,Xin Xing Mei Kuei Lu ALC54% 640ML
$1.00,ALH Rice Wine ALC20% 155ML
$2.30,Xianglong Shuangzheng Jiu ALC20% 630ML
$10.55,Plum Blossom Hua Tiao Chiew ALC16% 380ML
$13.90,Plum Blossom Hua Tiao Chiew ALC16% 500ML
$19.80,Pagoda S.H Hua Tiao Chiew ALC16% 640ML
$1.80,Gold Cup Hua Tiao Chiew ALC18% 640ML
$3.80,Bao Ding Hua Tiao Jiu ALC18% 380ML
$8.80,Golden Star Salted Mei Kuei ALC53% 750ML
$1.85,ALH Special Rice Wine ALC20% 380ML
$24.50,Jiu Jiang San Zheng Jiu ALC33% 500ML
$11.40,Pagoda S.H Hua Tiao Chiew ALC16% 375ML
$3.00,Wheel&Star Gourmet Ricewine ALC32% 630ML
$10.50,Wheel&Star Rose Cook Wine ALC54% 750ML
$1.40,Cap Kapal Shr/Pas Belacan 350G
$2.20,Qiao Tou Cooking Flour Spicy Flav 220G
$1.50,SEAH'S 5 Spice Ckn F/Powder 42G
$0.95,Kerisek Mutiara Coconut Paste 100G
$4.15,Wonders Crispy Cutlet Premix 1KG
$1.40,Adabi Cucur Udang 200G
$0.90,Ayam Trim Coconut Milk 200ML
$0.90,Ayam Coconut Milk 200ML
$1.40,Adabi Cucur Onion Flour 200G
$1.40,Adabi Cucur Lemak Manis 200G
$1.00,Aftificial Vinegar 640ML
$0.65,Cocomas Coconut Cream 200ML
$3.00,Cocomas Coconut Cream 1L
$0.90,Pagoda B/Pepper Fried Ckn 150G
$1.50,H/Farms Tempura Flour 200G
$1.65,Hengxin Zhenjiang Aromatic Vinegar 500ML
$5.50,Top Choice Bolognese Chicken 500G
$1.70,Coconut Paste 100G
$0.70,Kara Coconut Cream Powder 50G
$1.50,SEAH'S Spicy Chicken F/Powder 42G
$0.95,Skytime Tempura Mix 120G
$2.35,Qixiuquan Shansi Vinegar 450ML
$2.75,HAI'S Chilli Crab Sauce 200G
$1.80,HAI'S Curry Chicken Paste 170G
$0.35,Kara Coconut Cream 65ML
$0.80,Kara Coconut Cream 200ML
$1.05,Skytime Chicken Mix 120G
$1.35,Wonders Crispy Cutlet Premix 200G
$4.05,SL Black Rice Vinegar 750ML
$4.60,Chee Seng B/Sesame Oil 320ML
$1.80,HAI'S Curry Fish Paste 170G
$2.75,HAI'S Mee Siam Paste 230G
$2.05,Kara Coconut Cream 500ML
$3.60,Kara Coconut Cream 1L
$1.65,Cap Tangan Crispy Deep-Fry Mix 300G
$1.35,SL Shrimp Paste Powder 100G
$4.50,Chee Seng W/Sesame Oil 320ML
$8.40,Chee Seng B/Sesame Oil 650ML
$2.75,HAI'S Lontong Paste 230G
$2.75,HAI'S Prawn Noodle Sauce 230G
$2.85,K/Mutiara G/ F/Coconut 360G
$0.65,Matahari Coconut Cream 200ML
$2.95,Kruawangthip Tempura Flour 1KG(T)
$1.05,Nona Tempura Flour 150G
$9.40,Chee Seng W/Sesame Oil 750ML
$3.00,D/Pagoda Sesame Oil 150ML
$2.75,HAI'S Laksa Paste 230G
$2.75,HAI'S Curry Chicken Paste 230G
$3.10,Matahari Coconut Cream 1L
$0.60,Heng Guan Coconut Milk 200ML (24% Fat)
$1.95,SL Crispy Cereal Prawn 80G
$0.95,Pulau Pinang Belacan Shrimp 150G
$4.00,D/Pagoda Sesame Oil 250ML
$4.95,Fen Xiang Fragrant Sesame Oil 640ML
$5.50,Dessa Laksa Johor Paste 300G
$1.20,Heng Guan Fresh Coconut Milk 250G
$1.90,Heng Guan Fresh Coconut Milk 500G
$0.70,Cap Kapal Shr/Pas Belacan 80G
$1.00,Cap Kapal SH/PAS(BELACAN)200G
$1.85,H/Family Plain Flour 1KG
$8.90,Fen Xiang Fragrant Sesame Oil 2L
$19.90,Fen Xiang Fragrant Sesame Oil 5L
$4.50,Dessa Lontong 250G
$2.95,Heng Guan Coconut Milk 1L (24% Fat)
$1.50,V222 Desiccated Coconut 100G(N)
$3.65,Prawn Belacan 500G
$1.15,H/Farms Bread Crumbs 100G
$5.00,H/Family Plain Flour 3KG
$6.60,Kadoya Goma Abura Junsei 162.8ML
$5.50,Dessa Mee Siam 500G
$4.50,Dessa Sambal Goreng 250G
$3.10,Sin Ind Coconut Cream 1L
$3.00,Imei Wafer Roll Coconut Milk 105G
$1.95,Ottogi Bread Crumbs 200G
$1.75,V292 Bread CRUMBS(OREN)300G(N)
$2.85,H/Family Self Raising Flour 1KG(N)
$1.00,H/Family Tapioca Starch 500G
$2.45,Oh Huat Hin Sesame Oil 150ML
$3.65,Oh Huat Hin B/Sesame Oil 320ML
$4.50,Dessa Masak Merah 250G
$5.50,Dessa Rendang Paste 460G
$1.60,V142 Bread Crumbs 300G(N)
$3.95,V49 Bread Crumbs 1KG(N)
$0.85,H/Family Pure Corn Flour 400G
$3.90,BC Oatmeal Choco Chip 496G
$6.80,Oh Huat Hin B/Sesame Oil 600G
$7.90,Oh Huat Hin Sesame Oil 700G/750ML
$4.50,Dessa Soto Ayam Paste 250G
$4.20,V293 Bread Crumbs (Oren) 1KG
$2.40,Ottogi Frying Butter Mix 500G
$1.50,Pagoda Potato Starch 350G
$3.40,Yh Pure Sesame Oil 150ML
$3.35,Ckt B/R Vinegar (Yellow) 375ML
$5.50,Dessa Mee Rebus 500G
$2.30,As-Sufi Rendang 200G
$0.85,Pagoda Corn Flour 400G
$11.00,Pagoda Pure Potato Starch 5KG
$6.75,Ckt B/R Vinegar (Pink) 750ML
$2.30,As-Sufi Mee Rebus Paste 200G
$2.30,As-Sufi Meat Curry Mix 200G
$1.20,House Rice Flour 500G
$1.60,House Wheat FLOUR(ATTA)1KG
$5.20,Ckt B/R Vinegar (Yellow) 750ML
$0.95,Greatwall Vinegar 250G
$2.30,As-Sufi Asam Pedas Paste 200G
$2.30,As.Sufi Lemak Cili Padi 200G
$7.00,House Wheat FLOUR(ATTA)5KG
$1.10,House Semolina 500G
$0.75,Narcissus Rice Vinegar 250G
$1.35,Narcissus Rice Vinegar 600ML
$2.30,As-Sufi Masak Merah 200G
$2.30,As-Sufi Fish Curry Mix 200G
$2.35,BC Pancake Mix Buttermilk 191G
$2.20,House Thosai Mix 500G
$1.30,E/Pot Vinegar 640ML
$3.35,Heinz Apple Cider Vinegar 473ML
$2.30,As-Sufi Mee Soto 200G
$2.30,As-Sufi Sambal 200G
$0.85,Jade Leaf Tapioca Starch 500G
$1.00,Jade Leaf Rice Flour 500G
